PolicyID,AccountID,ProductID,InsurerID,StartDate,EndDate,Status
POL0045778,A03131,P00007,I00004,12/6/2022,5/25/2025,Cancelled
POL0045779,A02116,P00002,I00004,12/25/2023,10/17/2024,Cancelled
POL0045780,A00266,P00007,I00004,9/25/2019,10/21/2028,Cancelled
POL0045781,A03195,P00005,I00002,3/25/2020,8/5/2027,Cancelled
POL0045782,A06002,P00002,I00002,2/26/2023,2/18/2029,Active
POL0045783,A00604,P00004,I00003,9/24/2021,6/21/2027,Active
POL0045784,A02952,P00003,I00001,5/17/2023,12/31/2028,Cancelled
POL0045785,A02525,P00003,I00001,4/27/2023,4/10/2025,Expired
POL0045786,A03354,P00002,I00002,1/19/2022,12/9/2024,Cancelled
POL0045787,A00645,P00001,I00002,1/24/2020,11/23/2028,Cancelled
POL0045788,A02164,P00007,I00002,9/28/2020,5/19/2029,Active
POL0045789,A04367,P00001,I00002,12/13/2023,10/24/2027,Expired
POL0045790,A00034,P00004,I00006,2/4/2023,7/17/2025,Expired
POL0045791,A06209,P00002,I00003,3/6/2021,11/8/2028,Expired
POL0045792,A00272,P00005,I00006,10/16/2019,8/15/2028,Active
POL0045793,A04102,P00005,I00003,10/15/2020,4/16/2026,Expired
POL0045794,A02027,P00005,I00006,5/30/2023,2/15/2026,Expired
POL0045795,A04103,P00003,I00005,11/1/2019,8/3/2026,Cancelled
POL0045796,A02793,P00006,I00004,12/3/2022,11/23/2024,Cancelled
POL0045797,A03073,P00004,I00005,2/14/2023,9/28/2024,Active
POL0045798,A00925,P00007,I00001,10/15/2019,3/11/2025,Expired
POL0045799,A03536,P00007,I00006,12/13/2022,9/6/2025,Expired
POL0045800,A02093,P00004,I00006,8/10/2020,1/3/2027,Active
POL0045801,A05451,P00004,I00003,8/22/2022,11/13/2028,Expired
POL0045802,A04460,P00004,I00005,5/2/2020,4/8/2029,Cancelled
POL0045803,A00406,P00006,I00006,11/21/2023,2/9/2026,Active
POL0045804,A02924,P00007,I00001,10/11/2023,7/30/2028,Cancelled
POL0045805,A05571,P00005,I00005,5/7/2021,9/15/2024,Cancelled
POL0045806,A02430,P00002,I00002,9/24/2020,5/26/2029,Active
POL0045807,A03014,P00007,I00006,4/25/2021,12/9/2026,Expired
POL0045808,A03056,P00003,I00003,9/3/2022,8/31/2026,Active
POL0045809,A04299,P00007,I00006,7/31/2021,6/2/2029,Cancelled
POL0045810,A03609,P00005,I00004,12/28/2020,1/30/2027,Active
POL0045811,A02816,P00005,I00006,11/4/2021,9/6/2024,Expired
POL0045812,A00923,P00007,I00006,12/2/2019,9/15/2028,Cancelled
POL0045813,A01971,P00006,I00004,1/3/2023,12/10/2026,Cancelled
POL0045814,A02587,P00002,I00006,6/15/2024,3/20/2028,Expired
POL0045815,A02513,P00005,I00003,3/4/2024,2/3/2029,Active
POL0045816,A01706,P00005,I00004,8/22/2023,6/20/2026,Active
POL0045817,A04293,P00005,I00006,7/29/2024,10/1/2027,Expired
POL0045818,A01404,P00002,I00002,2/19/2022,12/5/2025,Expired
POL0045819,A02636,P00006,I00003,10/29/2023,8/30/2024,Active
POL0045820,A00339,P00006,I00002,3/20/2021,11/18/2025,Active
POL0045821,A04174,P00006,I00002,10/22/2022,4/13/2028,Cancelled
POL0045822,A04720,P00003,I00003,9/2/2022,11/22/2028,Cancelled
POL0045823,A05331,P00001,I00005,10/5/2023,5/30/2028,Cancelled
POL0045824,A05473,P00006,I00005,12/16/2023,11/15/2028,Active
POL0045825,A02947,P00006,I00006,10/17/2019,5/15/2028,Cancelled
POL0045826,A00986,P00003,I00003,2/1/2021,6/23/2026,Expired
POL0045827,A05819,P00002,I00003,3/7/2021,1/11/2028,Active
POL0045828,A02793,P00006,I00001,11/4/2021,2/9/2025,Active
POL0045829,A04841,P00005,I00003,8/21/2022,12/1/2027,Expired
POL0045830,A05921,P00006,I00003,2/24/2022,6/8/2029,Expired
POL0045831,A02763,P00007,I00003,11/24/2022,4/10/2025,Cancelled
POL0045832,A06168,P00007,I00005,10/31/2020,11/20/2024,Cancelled
POL0045833,A00049,P00004,I00006,1/8/2020,1/15/2025,Active
POL0045834,A00982,P00005,I00005,6/24/2020,11/10/2026,Active
POL0045835,A02003,P00003,I00005,12/21/2020,12/20/2027,Expired
POL0045836,A01131,P00007,I00005,11/24/2019,7/20/2029,Cancelled
POL0045837,A02830,P00004,I00001,1/31/2021,3/22/2027,Expired
POL0045838,A01983,P00001,I00003,7/22/2023,11/4/2025,Active
POL0045839,A06410,P00001,I00003,4/7/2022,5/30/2025,Cancelled
POL0045840,A06293,P00005,I00004,3/9/2021,7/9/2026,Active
POL0045841,A05298,P00004,I00002,3/4/2021,6/26/2025,Cancelled
POL0045842,A00375,P00003,I00006,3/4/2024,4/10/2028,Active
POL0045843,A06159,P00006,I00002,11/19/2020,12/8/2026,Expired
POL0045844,A00946,P00003,I00003,2/21/2023,4/20/2025,Expired
POL0045845,A06151,P00005,I00001,4/12/2022,7/2/2025,Active
POL0045846,A03204,P00006,I00006,6/15/2020,7/7/2026,Cancelled
POL0045847,A02188,P00005,I00004,4/26/2022,9/11/2026,Expired
POL0045848,A02068,P00001,I00002,4/22/2022,8/29/2025,Cancelled
POL0045849,A05934,P00001,I00005,12/29/2019,10/30/2027,Cancelled
POL0045850,A04690,P00004,I00006,5/8/2022,5/7/2028,Cancelled
POL0045851,A02992,P00001,I00002,5/24/2022,12/8/2025,Cancelled
POL0045852,A04176,P00006,I00004,5/22/2024,9/26/2028,Expired
POL0045853,A05160,P00001,I00003,6/28/2023,2/27/2026,Active
POL0045854,A02169,P00004,I00004,7/20/2024,5/16/2026,Cancelled
POL0045855,A04877,P00002,I00003,10/28/2020,12/29/2028,Active
POL0045856,A02766,P00004,I00003,9/21/2019,1/30/2028,Cancelled
POL0045857,A04351,P00004,I00002,1/6/2023,6/26/2028,Cancelled
POL0045858,A00789,P00007,I00003,10/28/2020,1/4/2029,Cancelled
POL0045859,A00848,P00007,I00006,3/6/2021,11/8/2028,Active
POL0045860,A00847,P00001,I00001,7/1/2020,4/27/2027,Active
POL0045861,A02016,P00002,I00006,8/26/2023,11/1/2026,Active
POL0045862,A03083,P00005,I00003,4/11/2022,7/15/2026,Cancelled
POL0045863,A05332,P00001,I00006,3/19/2023,6/12/2026,Cancelled
POL0045864,A03012,P00002,I00003,12/14/2023,1/11/2029,Expired
POL0045865,A04479,P00006,I00004,3/11/2022,6/2/2028,Cancelled
POL0045866,A00772,P00007,I00002,1/31/2024,8/9/2026,Active
POL0045867,A01371,P00003,I00005,7/14/2021,1/1/2025,Expired
POL0045868,A03769,P00004,I00006,1/1/2021,1/18/2027,Expired
POL0045869,A01723,P00002,I00005,6/24/2022,8/14/2025,Active
POL0045870,A01878,P00007,I00005,1/23/2021,8/4/2025,Active
POL0045871,A03051,P00001,I00003,9/30/2022,11/5/2024,Expired
POL0045872,A05474,P00007,I00004,1/27/2021,9/23/2028,Expired
POL0045873,A04377,P00002,I00003,2/25/2023,1/31/2029,Cancelled
POL0045874,A04742,P00006,I00002,7/14/2022,1/28/2025,Expired
POL0045875,A04036,P00003,I00001,8/25/2019,6/2/2026,Expired
POL0045876,A01411,P00006,I00005,6/3/2023,12/17/2026,Expired
POL0045877,A02290,P00007,I00001,9/22/2021,6/19/2027,Active
POL0045878,A03353,P00004,I00002,11/15/2019,11/4/2026,Expired
POL0045879,A03631,P00004,I00003,9/2/2022,8/13/2028,Active
POL0045880,A05276,P00004,I00001,11/24/2023,12/19/2028,Expired
POL0045881,A01430,P00002,I00004,9/18/2022,10/6/2026,Expired
POL0045882,A02512,P00006,I00006,10/11/2019,2/18/2028,Cancelled
POL0045883,A04001,P00002,I00001,8/25/2023,10/6/2026,Active
POL0045884,A01667,P00007,I00001,3/19/2024,6/12/2029,Expired
POL0045885,A01678,P00005,I00003,7/12/2021,8/5/2025,Expired
POL0045886,A01749,P00007,I00001,9/2/2021,5/3/2028,Expired
POL0045887,A01401,P00004,I00004,8/11/2020,6/8/2027,Expired
POL0045888,A04021,P00007,I00002,1/17/2023,12/24/2025,Expired
POL0045889,A00994,P00002,I00006,7/3/2023,10/20/2026,Active
POL0045890,A01062,P00001,I00006,9/7/2022,6/10/2027,Cancelled
POL0045891,A04949,P00006,I00006,2/2/2020,6/16/2025,Active
POL0045892,A06389,P00002,I00006,8/17/2022,4/27/2026,Expired
POL0045893,A00692,P00006,I00004,4/27/2020,5/3/2029,Active
POL0045894,A04892,P00006,I00003,11/4/2021,7/7/2029,Cancelled
POL0045895,A00821,P00004,I00003,6/4/2024,9/30/2028,Expired
POL0045896,A00388,P00007,I00003,3/4/2022,9/17/2026,Expired
POL0045897,A05667,P00003,I00003,11/20/2022,7/30/2029,Expired
POL0045898,A04770,P00002,I00003,10/2/2021,7/15/2028,Expired
POL0045899,A01762,P00007,I00003,4/4/2021,4/24/2025,Expired
POL0045900,A03826,P00001,I00005,7/9/2023,10/4/2026,Cancelled
POL0045901,A05136,P00003,I00004,11/12/2023,7/20/2027,Expired
POL0045902,A02245,P00003,I00005,12/23/2020,11/13/2024,Cancelled
POL0045903,A01027,P00005,I00004,10/11/2021,5/15/2027,Expired
POL0045904,A00496,P00006,I00004,1/1/2024,1/5/2028,Cancelled
POL0045905,A06226,P00007,I00005,9/3/2019,5/23/2025,Active
POL0045906,A01933,P00007,I00001,7/9/2023,7/13/2028,Active
POL0045907,A04504,P00005,I00005,5/17/2023,4/29/2025,Active
POL0045908,A01628,P00005,I00001,5/22/2024,5/28/2028,Expired
POL0045909,A04894,P00006,I00001,1/27/2022,8/13/2025,Expired
POL0045910,A03788,P00003,I00004,7/14/2023,3/6/2026,Expired
POL0045911,A04497,P00005,I00002,5/20/2024,11/27/2024,Active
POL0045912,A00667,P00003,I00005,11/3/2020,7/6/2027,Active
POL0045913,A01571,P00002,I00003,9/6/2019,8/13/2024,Active
POL0045914,A06244,P00005,I00004,5/23/2020,4/2/2026,Cancelled
POL0045915,A01485,P00001,I00004,3/26/2020,7/29/2025,Cancelled
POL0045916,A00575,P00003,I00003,3/4/2021,7/9/2029,Cancelled
POL0045917,A05773,P00005,I00001,7/9/2022,6/3/2029,Expired
POL0045918,A00446,P00007,I00002,3/21/2022,6/15/2026,Cancelled
POL0045919,A00273,P00002,I00003,9/1/2022,6/3/2027,Active
POL0045920,A00663,P00001,I00005,7/23/2021,3/19/2027,Cancelled
POL0045921,A06290,P00003,I00003,6/30/2022,4/1/2026,Expired
POL0045922,A01461,P00007,I00001,6/13/2020,5/6/2028,Cancelled
POL0045923,A02566,P00005,I00005,9/11/2019,5/4/2029,Expired
POL0045924,A00661,P00002,I00004,7/3/2023,10/24/2026,Expired
POL0045925,A01685,P00004,I00005,10/17/2022,12/7/2028,Active
POL0045926,A03359,P00005,I00001,7/3/2022,1/7/2028,Expired
POL0045927,A04029,P00004,I00003,9/10/2019,12/20/2024,Expired
POL0045928,A04386,P00007,I00003,12/11/2020,3/15/2027,Active
POL0045929,A03525,P00001,I00002,4/5/2024,8/26/2028,Active
POL0045930,A04823,P00004,I00006,7/22/2023,9/17/2027,Cancelled
POL0045931,A06133,P00003,I00005,5/23/2022,12/3/2025,Expired
POL0045932,A03389,P00002,I00005,8/25/2021,1/11/2027,Active
POL0045933,A03225,P00006,I00006,11/11/2023,7/7/2028,Active
POL0045934,A05984,P00005,I00006,4/27/2021,2/17/2029,Cancelled
POL0045935,A01385,P00007,I00006,7/7/2023,11/3/2027,Active
POL0045936,A04815,P00002,I00005,1/1/2022,1/26/2026,Expired
POL0045937,A05903,P00004,I00005,9/19/2020,3/14/2029,Expired
POL0045938,A01691,P00003,I00003,3/26/2024,5/27/2027,Active
POL0045939,A04652,P00001,I00006,7/6/2022,11/28/2026,Cancelled
POL0045940,A03439,P00002,I00006,3/3/2021,11/29/2028,Cancelled
POL0045941,A00245,P00007,I00004,11/16/2020,9/18/2026,Active
POL0045942,A01808,P00006,I00003,3/1/2024,9/11/2024,Expired
POL0045943,A02642,P00005,I00004,10/19/2023,11/4/2027,Active
POL0045944,A02423,P00005,I00003,8/23/2019,7/1/2025,Expired
POL0045945,A03578,P00002,I00004,2/29/2024,3/5/2028,Active
POL0045946,A00419,P00004,I00005,3/18/2020,2/5/2026,Cancelled
POL0045947,A03429,P00003,I00004,1/21/2024,7/21/2027,Active
POL0045948,A05200,P00002,I00001,5/20/2020,1/28/2029,Expired
POL0045949,A04693,P00003,I00006,2/9/2021,12/26/2028,Cancelled
POL0045950,A02086,P00001,I00003,11/15/2022,3/24/2026,Expired
POL0045951,A04317,P00006,I00003,12/26/2019,4/5/2026,Cancelled
POL0045952,A04835,P00006,I00005,10/23/2022,2/15/2025,Active
POL0045953,A00882,P00007,I00006,2/24/2023,6/9/2026,Active
POL0045954,A02471,P00001,I00002,10/16/2020,2/7/2028,Expired
POL0045955,A01658,P00006,I00003,7/4/2024,6/18/2029,Cancelled
POL0045956,A02318,P00003,I00003,2/27/2023,8/22/2028,Active
POL0045957,A04606,P00006,I00004,3/22/2023,4/23/2026,Active
POL0045958,A05531,P00005,I00002,10/22/2020,7/28/2028,Cancelled
POL0045959,A06112,P00007,I00006,4/10/2024,12/12/2024,Cancelled
POL0045960,A04998,P00001,I00004,10/25/2023,2/11/2028,Active
POL0045961,A03081,P00005,I00004,11/14/2019,4/28/2025,Expired
POL0045962,A00410,P00006,I00005,11/27/2020,3/18/2026,Expired
POL0045963,A02101,P00001,I00003,5/29/2020,6/26/2028,Expired
POL0045964,A00252,P00006,I00005,5/14/2024,1/13/2029,Cancelled
POL0045965,A05227,P00002,I00006,7/19/2023,3/1/2025,Cancelled
POL0045966,A06303,P00006,I00006,10/18/2020,7/22/2029,Active
POL0045967,A01555,P00002,I00005,2/26/2022,1/31/2025,Expired
POL0045968,A03980,P00001,I00001,11/17/2022,3/2/2027,Active
POL0045969,A02837,P00005,I00003,4/19/2021,3/31/2026,Expired
POL0045970,A02676,P00002,I00004,2/20/2020,7/20/2026,Expired
POL0045971,A05576,P00004,I00003,9/30/2021,2/13/2029,Cancelled
POL0045972,A01443,P00002,I00005,11/24/2022,7/22/2025,Active
POL0045973,A04344,P00004,I00006,12/18/2023,10/29/2025,Cancelled
POL0045974,A01138,P00007,I00004,4/22/2020,12/30/2025,Expired
POL0045975,A04022,P00006,I00001,5/10/2024,11/19/2024,Active
POL0045976,A02026,P00001,I00003,11/16/2020,12/26/2027,Cancelled
POL0045977,A03575,P00003,I00005,3/30/2020,3/19/2029,Active
POL0045978,A04745,P00003,I00003,2/11/2024,5/24/2029,Cancelled
POL0045979,A01495,P00007,I00004,8/30/2023,5/4/2025,Cancelled
POL0045980,A00458,P00007,I00005,6/21/2022,10/17/2024,Active
POL0045981,A03244,P00002,I00002,11/10/2021,12/20/2027,Active
POL0045982,A05208,P00007,I00006,12/13/2021,3/13/2028,Active
POL0045983,A01501,P00002,I00001,6/2/2020,2/20/2026,Cancelled
POL0045984,A00795,P00007,I00001,7/11/2023,3/1/2025,Expired
POL0045985,A05081,P00007,I00004,4/29/2020,8/16/2024,Cancelled
POL0045986,A04304,P00005,I00001,6/27/2023,1/20/2026,Expired
POL0045987,A02645,P00006,I00006,2/15/2020,5/17/2029,Expired
POL0045988,A00170,P00003,I00003,9/21/2023,10/2/2025,Expired
POL0045989,A02379,P00004,I00001,6/2/2021,1/23/2027,Active
POL0045990,A03770,P00007,I00001,12/17/2020,8/25/2027,Cancelled
POL0045991,A03370,P00006,I00005,2/19/2021,10/2/2028,Cancelled
POL0045992,A06408,P00005,I00005,6/5/2024,9/8/2027,Cancelled
POL0045993,A03306,P00007,I00003,10/21/2021,10/2/2026,Cancelled
POL0045994,A02046,P00007,I00006,8/31/2023,9/21/2026,Expired
POL0045995,A05176,P00006,I00006,10/16/2020,7/5/2026,Expired
POL0045996,A01184,P00007,I00004,11/26/2022,12/30/2027,Expired
POL0045997,A03902,P00006,I00005,1/2/2023,4/21/2028,Expired
POL0045998,A01521,P00005,I00004,3/27/2024,9/27/2024,Active
POL0045999,A06217,P00004,I00004,2/16/2021,11/17/2027,Active
POL0046000,A01710,P00006,I00005,12/5/2021,11/17/2027,Expired
POL0046001,A04304,P00007,I00005,9/17/2020,11/26/2027,Cancelled
POL0046002,A05160,P00002,I00001,7/12/2024,9/11/2027,Expired
POL0046003,A01627,P00006,I00002,5/19/2022,1/17/2029,Active
POL0046004,A05602,P00006,I00003,6/15/2024,4/16/2026,Expired
POL0046005,A04073,P00004,I00004,3/30/2020,9/18/2027,Expired
POL0046006,A04198,P00003,I00006,12/24/2019,9/19/2028,Cancelled
POL0046007,A02730,P00003,I00002,12/30/2023,8/23/2028,Active
POL0046008,A04866,P00006,I00002,2/20/2023,12/7/2024,Cancelled
POL0046009,A03299,P00004,I00005,12/14/2023,8/30/2027,Active
POL0046010,A05757,P00002,I00003,10/25/2019,9/22/2028,Cancelled
POL0046011,A06365,P00005,I00001,11/6/2022,7/7/2026,Cancelled
POL0046012,A04996,P00001,I00001,7/23/2024,5/23/2029,Active
POL0046013,A05742,P00004,I00001,8/29/2023,12/9/2026,Active
POL0046014,A01293,P00001,I00003,4/9/2023,3/21/2025,Cancelled
POL0046015,A03753,P00003,I00001,2/22/2020,10/27/2024,Cancelled
POL0046016,A03840,P00002,I00003,6/19/2021,2/3/2028,Cancelled
POL0046017,A05241,P00003,I00004,4/4/2024,7/28/2026,Expired
POL0046018,A01030,P00006,I00001,3/15/2023,11/4/2027,Expired
POL0046019,A01305,P00006,I00002,4/18/2023,11/14/2025,Expired
POL0046020,A01122,P00007,I00005,1/9/2020,11/22/2027,Active
POL0046021,A05149,P00003,I00004,5/4/2022,1/13/2027,Expired
POL0046022,A00505,P00003,I00002,6/26/2021,5/8/2025,Expired
POL0046023,A01728,P00004,I00001,12/21/2021,10/3/2024,Active
POL0046024,A02438,P00007,I00004,10/31/2021,4/21/2027,Expired
POL0046025,A00605,P00001,I00004,3/8/2022,11/25/2024,Active
POL0046026,A05722,P00002,I00004,7/9/2021,12/8/2028,Active
POL0046027,A03209,P00004,I00001,3/16/2024,10/16/2025,Cancelled
POL0046028,A01002,P00007,I00004,5/23/2024,5/12/2027,Cancelled
POL0046029,A05013,P00002,I00003,8/27/2022,8/6/2025,Active
POL0046030,A00237,P00003,I00002,2/9/2021,4/28/2028,Expired
POL0046031,A04844,P00007,I00005,8/31/2021,10/23/2025,Active
POL0046032,A05730,P00007,I00001,7/11/2020,8/3/2028,Expired
POL0046033,A00387,P00003,I00005,8/25/2019,1/29/2025,Active
POL0046034,A01258,P00005,I00003,10/19/2021,3/7/2025,Expired
POL0046035,A06463,P00002,I00004,7/29/2022,12/22/2024,Expired
POL0046036,A03153,P00002,I00003,6/30/2024,6/25/2029,Active
POL0046037,A05063,P00004,I00004,3/25/2023,9/28/2028,Active
POL0046038,A00140,P00005,I00002,12/17/2021,2/12/2027,Cancelled
POL0046039,A02348,P00005,I00002,1/25/2022,7/15/2027,Cancelled
POL0046040,A01705,P00007,I00002,6/23/2022,2/26/2026,Expired
POL0046041,A03943,P00002,I00002,1/6/2023,2/11/2025,Expired
POL0046042,A02029,P00006,I00005,9/6/2023,1/3/2027,Cancelled
POL0046043,A03528,P00007,I00005,7/30/2020,3/24/2027,Active
POL0046044,A02975,P00004,I00003,2/7/2022,4/30/2025,Expired
POL0046045,A02647,P00006,I00004,5/9/2024,5/13/2027,Cancelled
POL0046046,A01030,P00006,I00001,4/1/2023,8/5/2028,Cancelled
POL0046047,A00504,P00006,I00002,1/28/2020,11/8/2027,Expired
POL0046048,A05622,P00001,I00004,7/1/2020,4/15/2025,Expired
POL0046049,A00717,P00002,I00001,6/21/2024,6/25/2025,Active
POL0046050,A02758,P00005,I00001,10/18/2023,10/1/2026,Cancelled
POL0046051,A02976,P00006,I00004,5/24/2024,2/27/2027,Cancelled
POL0046052,A04516,P00002,I00001,3/17/2020,8/9/2029,Expired
POL0046053,A05621,P00001,I00002,4/13/2020,11/8/2027,Active
POL0046054,A01567,P00002,I00002,5/30/2021,11/1/2025,Active
POL0046055,A02841,P00004,I00002,9/18/2020,5/1/2029,Expired
POL0046056,A03855,P00002,I00002,2/5/2021,2/24/2026,Expired
POL0046057,A05158,P00003,I00004,6/12/2020,2/21/2028,Expired
POL0046058,A01249,P00002,I00004,9/10/2021,5/15/2026,Active
POL0046059,A01018,P00003,I00002,8/19/2019,1/3/2026,Active
POL0046060,A04832,P00003,I00005,10/13/2022,5/11/2029,Expired
POL0046061,A02937,P00005,I00001,8/11/2022,2/13/2026,Cancelled
POL0046062,A01273,P00004,I00003,1/25/2021,7/10/2025,Cancelled
POL0046063,A01332,P00003,I00004,4/11/2022,10/2/2028,Cancelled
POL0046064,A06288,P00001,I00006,11/22/2021,5/8/2029,Expired
POL0046065,A05147,P00005,I00001,12/28/2022,3/16/2029,Expired
POL0046066,A06040,P00007,I00004,5/13/2022,5/21/2028,Expired
POL0046067,A02083,P00003,I00001,6/10/2021,11/1/2024,Active
POL0046068,A03473,P00005,I00001,4/28/2022,3/18/2028,Expired
POL0046069,A05985,P00003,I00004,9/6/2020,6/12/2027,Active
POL0046070,A06410,P00007,I00005,12/18/2021,11/25/2025,Expired
POL0046071,A06088,P00002,I00006,3/15/2021,6/5/2029,Active
POL0046072,A00591,P00003,I00006,5/13/2024,1/22/2029,Active
POL0046073,A03609,P00005,I00005,4/29/2023,3/13/2025,Cancelled
POL0046074,A02871,P00004,I00004,2/8/2020,1/6/2029,Active
POL0046075,A05641,P00005,I00006,9/10/2021,12/17/2028,Cancelled
POL0046076,A06231,P00001,I00005,7/31/2022,9/11/2025,Cancelled
POL0046077,A00259,P00002,I00005,9/12/2019,7/16/2028,Cancelled
POL0046078,A05444,P00003,I00003,6/7/2024,11/24/2027,Active
POL0046079,A03610,P00002,I00005,11/6/2023,7/9/2027,Active
POL0046080,A05394,P00007,I00006,9/14/2021,6/18/2028,Cancelled
POL0046081,A02407,P00005,I00001,9/28/2020,5/8/2027,Cancelled
POL0046082,A04793,P00001,I00003,3/1/2024,10/24/2025,Active
POL0046083,A00696,P00004,I00006,1/31/2020,3/14/2028,Expired
POL0046084,A00425,P00005,I00003,5/3/2022,5/24/2029,Expired
POL0046085,A04858,P00005,I00002,10/4/2022,10/16/2025,Active
POL0046086,A02634,P00005,I00005,4/20/2024,3/3/2029,Expired
POL0046087,A05711,P00004,I00003,3/24/2020,5/10/2029,Active
POL0046088,A01647,P00002,I00006,11/16/2022,11/29/2027,Cancelled
POL0046089,A06340,P00007,I00003,7/16/2023,4/16/2027,Active
POL0046090,A06162,P00005,I00002,4/20/2024,4/12/2025,Active
POL0046091,A03929,P00002,I00004,7/31/2024,1/12/2025,Cancelled
POL0046092,A04134,P00007,I00004,9/25/2023,9/15/2028,Active
POL0046093,A05644,P00004,I00005,4/24/2022,8/16/2027,Active
POL0046094,A04451,P00003,I00004,8/1/2021,2/22/2028,Expired
POL0046095,A02269,P00003,I00002,6/27/2022,12/10/2024,Cancelled
POL0046096,A02224,P00002,I00001,1/23/2024,2/11/2026,Active
POL0046097,A00887,P00001,I00006,2/3/2020,7/24/2029,Expired
POL0046098,A05831,P00002,I00001,5/13/2023,6/24/2027,Cancelled
POL0046099,A03525,P00007,I00003,12/15/2023,6/27/2026,Active
POL0046100,A01536,P00002,I00003,1/16/2022,1/6/2026,Active
POL0046101,A00846,P00005,I00003,2/27/2023,3/31/2028,Expired
POL0046102,A03623,P00001,I00002,3/20/2024,4/11/2028,Expired
POL0046103,A05696,P00003,I00006,4/12/2023,3/10/2027,Active
POL0046104,A00861,P00005,I00006,1/17/2023,5/24/2026,Active
POL0046105,A05156,P00001,I00005,4/9/2024,5/5/2027,Cancelled
POL0046106,A03768,P00006,I00002,5/1/2021,8/8/2026,Cancelled
POL0046107,A01965,P00003,I00004,3/29/2021,3/27/2026,Cancelled
POL0046108,A05020,P00007,I00002,1/3/2022,12/27/2024,Expired
POL0046109,A00815,P00007,I00006,7/7/2023,6/20/2025,Active
POL0046110,A01691,P00001,I00003,8/2/2022,12/3/2027,Expired
POL0046111,A02893,P00004,I00001,11/2/2020,11/7/2024,Active
POL0046112,A05811,P00006,I00002,1/1/2022,7/25/2026,Cancelled
POL0046113,A01273,P00004,I00002,4/23/2023,7/30/2028,Cancelled
POL0046114,A00639,P00003,I00006,9/27/2021,4/9/2026,Active
POL0046115,A03545,P00001,I00003,8/29/2020,3/3/2026,Expired
POL0046116,A01479,P00007,I00004,3/22/2020,1/21/2028,Cancelled
POL0046117,A02866,P00002,I00004,10/10/2021,2/12/2025,Expired
POL0046118,A01213,P00001,I00005,6/19/2020,2/13/2029,Active
POL0046119,A02490,P00003,I00001,5/12/2020,12/2/2027,Active
POL0046120,A06231,P00003,I00003,10/29/2019,9/19/2027,Cancelled
POL0046121,A06354,P00001,I00003,3/25/2022,11/22/2024,Expired
POL0046122,A06494,P00005,I00003,5/22/2020,2/23/2028,Active
POL0046123,A05466,P00006,I00001,3/2/2021,9/2/2025,Expired
POL0046124,A04330,P00003,I00003,3/29/2021,10/2/2027,Expired
POL0046125,A02286,P00007,I00004,12/4/2020,9/30/2028,Expired
POL0046126,A04349,P00001,I00005,3/23/2020,11/12/2024,Expired
POL0046127,A01621,P00002,I00002,11/23/2022,4/6/2028,Cancelled
POL0046128,A05168,P00005,I00004,7/18/2023,1/19/2028,Cancelled
POL0046129,A06020,P00005,I00002,12/24/2023,8/19/2025,Active
POL0046130,A02124,P00005,I00006,1/2/2024,1/27/2027,Active
POL0046131,A01747,P00005,I00002,3/5/2023,7/12/2027,Cancelled
POL0046132,A03760,P00001,I00001,9/5/2023,5/19/2025,Cancelled
POL0046133,A00291,P00006,I00001,2/6/2021,5/13/2025,Cancelled
POL0046134,A00941,P00003,I00006,3/12/2022,10/10/2028,Active
POL0046135,A01565,P00002,I00003,2/13/2022,12/6/2027,Active
POL0046136,A05113,P00001,I00004,9/19/2022,4/6/2025,Active
POL0046137,A05989,P00001,I00001,7/15/2022,1/10/2027,Cancelled
POL0046138,A06040,P00001,I00006,1/30/2023,2/18/2028,Active
POL0046139,A01936,P00004,I00003,5/7/2022,12/15/2026,Cancelled
POL0046140,A04554,P00007,I00005,8/23/2022,9/16/2025,Cancelled
POL0046141,A03105,P00003,I00004,5/30/2020,2/11/2026,Active
POL0046142,A00446,P00003,I00001,8/10/2020,5/6/2026,Active
POL0046143,A04374,P00006,I00003,2/22/2020,11/7/2025,Cancelled
POL0046144,A02893,P00001,I00006,7/21/2021,5/5/2028,Expired
POL0046145,A01344,P00006,I00005,11/30/2020,4/28/2027,Active
POL0046146,A04496,P00004,I00002,2/8/2024,9/2/2024,Expired
POL0046147,A03678,P00005,I00003,4/13/2024,2/1/2027,Expired
POL0046148,A05706,P00003,I00001,3/8/2020,6/25/2028,Cancelled
POL0046149,A04182,P00005,I00004,10/5/2020,6/27/2027,Cancelled
POL0046150,A04378,P00002,I00005,1/29/2022,4/13/2027,Active
POL0046151,A03052,P00007,I00002,9/11/2023,4/20/2027,Active
POL0046152,A00040,P00002,I00003,2/11/2022,1/23/2028,Expired
POL0046153,A01058,P00005,I00005,9/21/2021,11/12/2024,Expired
POL0046154,A00616,P00003,I00006,11/11/2023,8/27/2025,Cancelled
POL0046155,A04831,P00001,I00006,3/17/2024,4/30/2028,Expired
POL0046156,A05653,P00005,I00003,1/3/2023,7/5/2027,Expired
POL0046157,A00263,P00001,I00005,9/29/2021,8/14/2025,Active
POL0046158,A00695,P00006,I00001,7/2/2023,3/17/2027,Active
POL0046159,A00054,P00001,I00001,4/8/2022,9/14/2028,Active
POL0046160,A02660,P00006,I00001,9/26/2020,4/21/2027,Expired
POL0046161,A01399,P00003,I00003,4/7/2021,6/6/2027,Expired
