ClaimID,PolicyID,ClaimDate,ClaimAmount,ClaimStatus,TypeOfLoss
C0005166,POL0027533,2024-02-20,8132,Open,Accident
C0005167,POL0041135,2020-04-06,35040,Open,Natural Disaster
C0005168,POL0008040,2022-10-30,5338,Closed,Natural Disaster
C0005169,POL0061401,2024-02-27,26238,Closed,Fire
C0005170,POL0018199,2021-06-02,5104,Open,Theft
C0005171,POL0009929,2022-05-07,26250,Pending,Natural Disaster
C0005172,POL0025303,2019-08-20,26330,Open,Accident
C0005173,POL0011564,2024-01-20,27280,Open,Fire
C0005174,POL0044221,2023-06-11,19819,Closed,Theft
C0005175,POL0022117,2022-05-31,29929,Closed,Accident
C0005176,POL0037211,2023-08-28,26718,Closed,Liability
C0005177,POL0032781,2023-11-25,5002,Open,Theft
C0005178,POL0044555,2023-11-25,34621,Closed,Theft
C0005179,POL0053447,2021-12-25,33911,Open,Fire
C0005180,POL0037050,2023-01-08,9262,Closed,Accident
C0005181,POL0023396,2020-12-31,9446,Open,Accident
C0005182,POL0003213,2020-11-14,15466,Pending,Natural Disaster
C0005183,POL0047120,2022-06-20,13620,Closed,Fire
C0005184,POL0063433,2023-06-22,43432,Open,Liability
C0005185,POL0041762,2024-01-24,43582,Open,Theft
C0005186,POL0039704,2021-02-15,29276,Pending,Liability
C0005187,POL0063745,2021-05-16,46016,Closed,Fire
C0005188,POL0006588,2019-10-02,22808,Open,Fire
C0005189,POL0051194,2023-06-01,31625,Pending,Liability
C0005190,POL0019666,2022-01-01,16218,Pending,Theft
C0005191,POL0030569,2020-08-24,6083,Closed,Fire
C0005192,POL0053636,2021-01-06,49022,Pending,Theft
C0005193,POL0054256,2022-06-30,18710,Pending,Accident
C0005194,POL0000895,2019-11-17,38277,Pending,Natural Disaster
C0005195,POL0031420,2021-03-26,18617,Open,Theft
C0005196,POL0047575,2020-08-17,15938,Open,Theft
C0005197,POL0057202,2021-09-13,45178,Closed,Fire
C0005198,POL0060074,2023-05-03,1793,Open,Theft
C0005199,POL0025331,2020-03-26,10993,Closed,Natural Disaster
C0005200,POL0029240,2020-04-13,25840,Open,Fire
C0005201,POL0005655,2021-12-05,8640,Closed,Liability
C0005202,POL0007207,2021-11-06,35000,Open,Accident
C0005203,POL0047232,2022-08-17,17707,Pending,Fire
C0005204,POL0050861,2022-08-12,34062,Closed,Liability
C0005205,POL0015058,2019-11-15,37356,Closed,Fire
C0005206,POL0052902,2021-04-01,43578,Closed,Theft
C0005207,POL0050196,2020-06-20,27976,Open,Liability
C0005208,POL0031762,2021-06-03,18764,Closed,Accident
C0005209,POL0008098,2021-04-29,34048,Closed,Theft
C0005210,POL0055872,2023-08-23,29660,Open,Liability
C0005211,POL0050079,2021-09-26,41211,Open,Liability
C0005212,POL0053978,2021-09-06,39032,Closed,Natural Disaster
C0005213,POL0011060,2024-01-18,30606,Pending,Natural Disaster
C0005214,POL0058339,2021-03-09,15553,Pending,Natural Disaster
C0005215,POL0020285,2019-08-22,1187,Open,Fire
C0005216,POL0061067,2020-02-25,27765,Closed,Liability
C0005217,POL0055136,2020-05-27,17928,Open,Fire
C0005218,POL0037247,2020-10-09,23398,Closed,Liability
C0005219,POL0047178,2022-07-06,13511,Open,Accident
C0005220,POL0063896,2022-06-23,7413,Pending,Fire
C0005221,POL0044628,2019-09-05,48945,Closed,Natural Disaster
C0005222,POL0039203,2020-06-19,42318,Open,Liability
C0005223,POL0030447,2023-01-10,5387,Pending,Liability
C0005224,POL0017630,2023-04-22,8035,Open,Accident
C0005225,POL0003025,2021-02-14,22868,Pending,Fire
C0005226,POL0018266,2022-09-30,19323,Pending,Fire
C0005227,POL0043170,2022-02-04,11068,Open,Liability
C0005228,POL0038964,2021-02-16,31471,Closed,Natural Disaster
C0005229,POL0058252,2022-07-13,34519,Open,Theft
C0005230,POL0061026,2020-07-04,47367,Pending,Natural Disaster
C0005231,POL0000987,2024-06-12,34664,Open,Fire
C0005232,POL0041123,2019-09-05,44234,Open,Liability
C0005233,POL0037921,2024-03-21,49870,Open,Accident
C0005234,POL0057402,2022-10-03,33589,Open,Liability
C0005235,POL0021878,2021-02-02,26242,Open,Accident
C0005236,POL0033176,2021-03-09,48136,Closed,Theft
C0005237,POL0050127,2019-08-14,21866,Open,Theft
C0005238,POL0031681,2023-04-29,8935,Open,Natural Disaster
C0005239,POL0036256,2021-10-23,22293,Pending,Theft
C0005240,POL0012824,2022-02-06,23981,Open,Theft
C0005241,POL0016892,2020-09-18,39148,Open,Accident
C0005242,POL0016697,2020-02-03,18721,Pending,Natural Disaster
C0005243,POL0032187,2022-01-31,8109,Open,Accident
C0005244,POL0054970,2020-07-09,17063,Open,Theft
C0005245,POL0045685,2024-05-19,31990,Open,Accident
C0005246,POL0046035,2021-11-28,25633,Open,Theft
C0005247,POL0026218,2024-03-15,7286,Pending,Fire
C0005248,POL0026667,2020-08-05,25848,Open,Accident
C0005249,POL0028114,2022-05-16,33145,Closed,Fire
C0005250,POL0057498,2020-01-24,27659,Pending,Fire
C0005251,POL0045448,2022-11-18,10064,Closed,Accident
C0005252,POL0041296,2020-06-12,18768,Pending,Accident
C0005253,POL0033110,2024-02-09,36224,Open,Theft
C0005254,POL0047487,2021-02-18,46208,Closed,Natural Disaster
C0005255,POL0003362,2019-08-20,45634,Open,Natural Disaster
C0005256,POL0057252,2020-03-08,45389,Pending,Fire
C0005257,POL0043837,2021-08-21,7457,Open,Natural Disaster
C0005258,POL0021185,2020-12-15,44823,Closed,Liability
C0005259,POL0055334,2024-02-26,44099,Open,Theft
C0005260,POL0042299,2022-10-09,44990,Open,Fire
C0005261,POL0003617,2024-06-22,32202,Open,Accident
C0005262,POL0036313,2024-06-20,37132,Closed,Natural Disaster
C0005263,POL0015392,2020-02-22,5234,Pending,Accident
C0005264,POL0052345,2022-07-25,37391,Open,Theft
C0005265,POL0016309,2020-07-01,17759,Pending,Liability
C0005266,POL0022040,2022-05-02,41582,Open,Accident
C0005267,POL0024135,2021-09-26,32410,Open,Accident
C0005268,POL0020886,2023-08-06,18868,Pending,Natural Disaster
C0005269,POL0046951,2020-06-23,34649,Closed,Liability
C0005270,POL0063251,2019-11-22,41172,Open,Natural Disaster
C0005271,POL0042580,2020-11-20,5551,Closed,Theft
C0005272,POL0008249,2022-01-31,35400,Open,Fire
C0005273,POL0042751,2019-12-08,41070,Open,Natural Disaster
C0005274,POL0020516,2021-03-28,15723,Pending,Liability
C0005275,POL0024653,2023-12-09,7718,Open,Natural Disaster
C0005276,POL0044809,2021-08-17,16628,Open,Accident
C0005277,POL0004319,2022-08-01,34709,Closed,Liability
C0005278,POL0042550,2020-10-18,36958,Closed,Accident
C0005279,POL0002662,2021-07-30,1913,Open,Accident
C0005280,POL0018890,2022-05-04,39782,Pending,Natural Disaster
C0005281,POL0064560,2024-01-18,22544,Open,Liability
C0005282,POL0044109,2023-03-03,1043,Pending,Liability
C0005283,POL0063469,2020-10-26,27634,Pending,Liability
C0005284,POL0051950,2021-03-18,44895,Open,Fire
C0005285,POL0035062,2020-07-12,19439,Closed,Natural Disaster
C0005286,POL0037713,2020-09-18,18185,Open,Accident
C0005287,POL0055579,2024-06-07,47253,Pending,Natural Disaster
C0005288,POL0009692,2021-11-19,5965,Closed,Natural Disaster
C0005289,POL0012908,2020-03-10,13528,Pending,Natural Disaster
C0005290,POL0009414,2022-10-05,13913,Closed,Fire
C0005291,POL0007591,2020-04-29,45878,Open,Accident
C0005292,POL0051157,2023-08-13,10317,Open,Theft
C0005293,POL0022637,2023-12-19,45790,Closed,Accident
C0005294,POL0026844,2022-02-08,15397,Pending,Natural Disaster
C0005295,POL0047390,2021-05-25,41405,Pending,Theft
C0005296,POL0000492,2019-08-27,47091,Closed,Theft
C0005297,POL0005840,2020-11-11,47822,Open,Accident
C0005298,POL0064401,2021-07-30,47045,Open,Accident
C0005299,POL0004837,2021-08-04,13195,Open,Fire
C0005300,POL0026630,2019-11-20,5449,Closed,Liability
C0005301,POL0049959,2020-11-14,39553,Pending,Liability
C0005302,POL0053233,2020-07-22,28828,Open,Theft
C0005303,POL0035082,2023-04-11,45167,Closed,Fire
C0005304,POL0045083,2021-09-26,40576,Closed,Fire
C0005305,POL0004457,2021-08-04,32063,Open,Natural Disaster
C0005306,POL0029888,2022-06-23,40696,Open,Natural Disaster
C0005307,POL0054923,2022-08-02,7129,Open,Fire
C0005308,POL0013049,2020-03-14,39398,Open,Theft
C0005309,POL0006804,2022-08-10,29689,Closed,Theft
C0005310,POL0019867,2020-05-25,32199,Closed,Fire
C0005311,POL0008896,2024-05-21,26298,Pending,Liability
C0005312,POL0005421,2020-01-10,16342,Pending,Natural Disaster
C0005313,POL0019212,2023-10-03,5839,Pending,Liability
C0005314,POL0058005,2021-07-30,14014,Closed,Natural Disaster
C0005315,POL0000739,2023-03-17,37677,Closed,Accident
C0005316,POL0046100,2022-12-12,12043,Closed,Theft
C0005317,POL0035355,2020-05-09,40943,Pending,Fire
C0005318,POL0034029,2021-11-17,19967,Pending,Accident
C0005319,POL0015630,2020-11-01,49378,Pending,Accident
C0005320,POL0057202,2021-09-07,15414,Open,Theft
C0005321,POL0037261,2019-09-03,46363,Open,Accident
C0005322,POL0004128,2021-02-02,25259,Pending,Accident
C0005323,POL0023535,2021-02-16,17399,Open,Accident
C0005324,POL0042789,2022-02-04,8864,Pending,Accident
C0005325,POL0026762,2023-07-03,1417,Open,Theft
C0005326,POL0037725,2021-07-30,45758,Closed,Theft
C0005327,POL0050967,2023-05-22,20044,Closed,Accident
C0005328,POL0009279,2024-07-14,1532,Pending,Fire
C0005329,POL0060954,2022-08-04,18614,Open,Liability
C0005330,POL0046438,2021-05-10,15093,Closed,Accident
C0005331,POL0013327,2019-08-26,12320,Open,Natural Disaster
C0005332,POL0026899,2024-01-10,2450,Closed,Fire
C0005333,POL0044978,2022-04-24,25978,Open,Fire
C0005334,POL0008529,2024-04-16,22078,Pending,Theft
C0005335,POL0040322,2021-06-20,26939,Open,Accident
C0005336,POL0004234,2023-12-21,44170,Pending,Theft
C0005337,POL0018765,2019-10-14,14961,Pending,Accident
C0005338,POL0023808,2021-10-02,11596,Open,Natural Disaster
C0005339,POL0020026,2022-11-15,13550,Pending,Fire
C0005340,POL0059932,2023-06-24,9676,Pending,Fire
C0005341,POL0013095,2024-01-29,16685,Open,Fire
C0005342,POL0051477,2023-10-15,8254,Open,Theft
C0005343,POL0014633,2023-05-26,5215,Open,Natural Disaster
C0005344,POL0018673,2024-01-26,46552,Closed,Accident
C0005345,POL0056144,2024-07-17,26964,Pending,Fire
C0005346,POL0044728,2021-06-14,4069,Open,Liability
C0005347,POL0007763,2023-08-20,47203,Pending,Fire
C0005348,POL0045419,2020-04-11,29831,Open,Liability
C0005349,POL0041729,2023-10-26,9838,Open,Theft
C0005350,POL0041181,2021-09-09,20620,Closed,Liability
C0005351,POL0061642,2023-01-08,37877,Pending,Natural Disaster
C0005352,POL0023180,2022-05-08,37005,Open,Liability
C0005353,POL0047877,2022-11-16,29669,Open,Natural Disaster
C0005354,POL0061580,2021-06-04,39290,Open,Accident
C0005355,POL0018541,2022-07-29,9137,Pending,Liability
C0005356,POL0056832,2023-02-17,12267,Pending,Accident
C0005357,POL0052858,2022-04-13,30460,Closed,Liability
C0005358,POL0061392,2024-02-22,16903,Pending,Natural Disaster
C0005359,POL0045563,2021-03-21,48811,Pending,Theft
C0005360,POL0047016,2020-04-02,38539,Open,Liability
C0005361,POL0017405,2020-12-16,34528,Open,Liability
C0005362,POL0001882,2020-05-31,40819,Open,Theft
C0005363,POL0008169,2019-08-20,16892,Pending,Natural Disaster
C0005364,POL0016735,2020-08-08,9730,Pending,Fire
C0005365,POL0031584,2020-03-07,3794,Open,Liability
C0005366,POL0038317,2021-03-17,3110,Pending,Liability
C0005367,POL0005335,2023-09-03,46608,Open,Fire
C0005368,POL0003875,2021-10-08,35247,Closed,Accident
C0005369,POL0024563,2024-03-10,41665,Closed,Natural Disaster
C0005370,POL0047831,2021-10-14,32992,Pending,Fire
C0005371,POL0014073,2023-05-21,29802,Open,Accident
C0005372,POL0016022,2023-06-25,8887,Closed,Liability
C0005373,POL0056307,2023-12-25,19376,Pending,Accident
C0005374,POL0049721,2024-03-14,27480,Closed,Natural Disaster
C0005375,POL0019256,2020-05-28,49311,Pending,Theft
C0005376,POL0026500,2021-07-14,9523,Pending,Liability
C0005377,POL0048415,2023-03-09,26281,Pending,Natural Disaster
C0005378,POL0034091,2023-02-15,11218,Closed,Accident
C0005379,POL0043428,2019-11-05,6689,Open,Theft
C0005380,POL0038124,2020-10-23,25851,Open,Natural Disaster
C0005381,POL0019529,2020-03-01,21148,Closed,Natural Disaster
C0005382,POL0049723,2022-01-21,20841,Pending,Theft
C0005383,POL0051397,2023-07-15,11827,Open,Accident
C0005384,POL0018415,2023-01-03,21456,Open,Accident
C0005385,POL0014960,2020-10-31,40168,Pending,Theft
C0005386,POL0048979,2020-06-02,11168,Open,Fire
C0005387,POL0048679,2020-07-06,29258,Closed,Accident
C0005388,POL0010384,2024-07-17,38003,Pending,Liability
C0005389,POL0051608,2022-06-24,17779,Open,Natural Disaster
C0005390,POL0026363,2022-03-08,16821,Open,Fire
C0005391,POL0004449,2022-07-25,27177,Closed,Accident
C0005392,POL0005402,2019-09-23,24690,Pending,Theft
C0005393,POL0062337,2023-01-18,39639,Open,Theft
C0005394,POL0025699,2020-11-03,29090,Pending,Theft
C0005395,POL0046822,2023-07-23,24645,Open,Theft
C0005396,POL0008909,2023-08-10,21028,Closed,Natural Disaster
C0005397,POL0027185,2020-02-13,7819,Closed,Fire
C0005398,POL0052796,2023-01-01,3226,Open,Fire
C0005399,POL0044747,2021-10-17,1340,Closed,Natural Disaster
C0005400,POL0058497,2020-02-15,49498,Closed,Liability
C0005401,POL0059577,2020-07-16,7759,Pending,Theft
C0005402,POL0051132,2022-02-10,2874,Pending,Natural Disaster
C0005403,POL0061159,2020-08-05,23993,Closed,Liability
C0005404,POL0060921,2021-10-25,15612,Closed,Natural Disaster
C0005405,POL0054061,2024-04-30,23970,Open,Fire
C0005406,POL0032148,2022-06-25,32840,Open,Accident
C0005407,POL0020294,2020-02-06,13628,Closed,Accident
C0005408,POL0055927,2022-05-31,40656,Pending,Liability
C0005409,POL0032724,2020-01-31,40695,Pending,Liability
C0005410,POL0060453,2021-12-08,31892,Pending,Liability
C0005411,POL0005079,2021-10-06,33533,Closed,Fire
C0005412,POL0044630,2019-11-27,12413,Closed,Fire
C0005413,POL0039836,2020-01-21,17443,Open,Theft
C0005414,POL0034888,2023-10-17,34933,Closed,Liability
C0005415,POL0059029,2021-03-17,25894,Pending,Theft
C0005416,POL0006701,2024-02-12,30432,Open,Liability
C0005417,POL0024216,2023-02-06,14192,Pending,Fire
C0005418,POL0060562,2023-03-14,42769,Open,Liability
C0005419,POL0049982,2022-09-02,34928,Open,Accident
C0005420,POL0036819,2020-12-18,40267,Closed,Accident
C0005421,POL0050600,2019-09-18,3631,Closed,Accident
C0005422,POL0043574,2021-06-22,43199,Closed,Natural Disaster
C0005423,POL0004116,2024-05-11,6589,Closed,Liability
C0005424,POL0021106,2021-01-04,8208,Closed,Natural Disaster
C0005425,POL0045226,2023-02-02,23485,Closed,Fire
C0005426,POL0003000,2020-01-05,42083,Pending,Theft
C0005427,POL0027644,2019-12-19,45553,Pending,Theft
C0005428,POL0033938,2020-01-19,3093,Closed,Natural Disaster
C0005429,POL0032828,2022-01-12,2700,Closed,Theft
C0005430,POL0012001,2019-09-28,47167,Pending,Accident
C0005431,POL0016707,2022-06-19,44824,Open,Theft
C0005432,POL0043620,2020-12-20,48889,Open,Fire
C0005433,POL0031697,2023-03-10,8229,Pending,Fire
C0005434,POL0026106,2023-07-05,18490,Pending,Fire
C0005435,POL0021248,2021-08-03,40925,Open,Natural Disaster
C0005436,POL0022384,2021-02-20,49830,Closed,Accident
C0005437,POL0060150,2021-04-10,45786,Closed,Accident
C0005438,POL0017644,2023-10-09,9541,Open,Liability
C0005439,POL0028431,2020-04-05,41577,Pending,Liability
C0005440,POL0041778,2024-05-10,4470,Open,Natural Disaster
C0005441,POL0025210,2023-07-15,49320,Closed,Liability
C0005442,POL0063153,2022-04-08,4616,Open,Theft
C0005443,POL0026302,2022-09-04,42334,Pending,Liability
C0005444,POL0056907,2021-11-05,45046,Pending,Fire
C0005445,POL0059599,2023-07-17,33587,Pending,Liability
C0005446,POL0061003,2020-08-22,18981,Pending,Theft
C0005447,POL0007634,2023-02-23,19756,Open,Liability
C0005448,POL0028805,2022-04-13,3431,Open,Theft
C0005449,POL0052805,2023-12-29,36559,Open,Theft
C0005450,POL0017338,2023-05-13,3286,Open,Fire
C0005451,POL0051244,2023-07-14,45507,Closed,Fire
C0005452,POL0011145,2021-05-08,48248,Open,Accident
C0005453,POL0052028,2019-10-12,34508,Closed,Accident
C0005454,POL0034298,2023-08-18,4995,Open,Accident
C0005455,POL0017372,2020-11-04,36029,Closed,Accident
C0005456,POL0017882,2020-04-28,6763,Closed,Accident
C0005457,POL0037364,2021-09-08,18204,Open,Natural Disaster
C0005458,POL0009027,2020-08-20,46456,Closed,Liability
C0005459,POL0043421,2020-02-01,20855,Open,Accident
C0005460,POL0055690,2019-10-24,38195,Pending,Liability
C0005461,POL0015910,2021-08-20,26667,Pending,Liability
C0005462,POL0022132,2022-03-04,34198,Pending,Liability
C0005463,POL0031068,2024-07-26,10200,Closed,Theft
C0005464,POL0000407,2020-05-03,42139,Pending,Accident
C0005465,POL0006246,2020-01-18,31300,Closed,Liability
C0005466,POL0043139,2023-07-11,24130,Pending,Fire
C0005467,POL0049464,2022-01-18,6128,Closed,Liability
C0005468,POL0035368,2023-05-22,8557,Pending,Theft
C0005469,POL0033539,2020-06-28,27275,Open,Liability
C0005470,POL0051482,2022-11-28,33383,Closed,Natural Disaster
C0005471,POL0055913,2022-01-03,8469,Pending,Theft
C0005472,POL0004586,2019-12-26,17388,Open,Liability
C0005473,POL0051738,2022-03-05,41112,Open,Liability
C0005474,POL0040857,2022-12-23,34128,Open,Fire
C0005475,POL0057425,2021-01-31,40632,Closed,Natural Disaster
C0005476,POL0033668,2019-12-16,23530,Pending,Fire
C0005477,POL0011200,2022-10-21,42208,Open,Accident
C0005478,POL0026320,2020-03-16,11476,Open,Liability
C0005479,POL0062271,2020-03-09,39124,Pending,Theft
C0005480,POL0015993,2021-12-09,45369,Pending,Accident
C0005481,POL0040712,2024-05-09,37473,Open,Natural Disaster
C0005482,POL0037178,2021-05-30,33328,Pending,Liability
C0005483,POL0021194,2021-06-26,42632,Open,Liability
C0005484,POL0046335,2021-04-05,47684,Pending,Liability
C0005485,POL0035814,2020-11-19,36071,Pending,Theft
C0005486,POL0007344,2021-06-09,13326,Open,Fire
C0005487,POL0064184,2023-09-16,20261,Pending,Natural Disaster
C0005488,POL0016046,2023-05-16,37231,Open,Theft
C0005489,POL0037312,2022-07-19,18913,Pending,Natural Disaster
C0005490,POL0011747,2023-07-14,9863,Closed,Theft
C0005491,POL0057442,2021-05-05,14012,Closed,Natural Disaster
C0005492,POL0031579,2020-10-01,18862,Closed,Natural Disaster
C0005493,POL0043774,2024-04-08,40845,Pending,Accident
C0005494,POL0060485,2020-11-19,20533,Pending,Theft
C0005495,POL0058163,2024-07-03,15417,Pending,Fire
C0005496,POL0052450,2021-12-27,1747,Closed,Liability
C0005497,POL0050328,2021-08-24,6972,Open,Theft
C0005498,POL0037641,2022-05-26,19093,Pending,Theft
C0005499,POL0035018,2021-10-01,9647,Closed,Liability
C0005500,POL0050943,2020-06-27,40644,Pending,Theft
C0005501,POL0031761,2020-03-28,18284,Open,Liability
C0005502,POL0016712,2019-08-14,1277,Open,Fire
C0005503,POL0036065,2024-05-10,28224,Pending,Natural Disaster
C0005504,POL0038220,2021-11-11,23500,Pending,Theft
C0005505,POL0004453,2022-10-13,6950,Closed,Natural Disaster
C0005506,POL0034494,2021-03-17,23757,Closed,Natural Disaster
C0005507,POL0048253,2024-02-07,48605,Open,Natural Disaster
C0005508,POL0030234,2023-07-23,11452,Closed,Natural Disaster
C0005509,POL0041793,2022-07-22,34233,Pending,Accident
C0005510,POL0012019,2021-05-11,1940,Closed,Liability
C0005511,POL0009735,2021-08-11,36202,Pending,Fire
C0005512,POL0029475,2023-02-01,16336,Closed,Natural Disaster
C0005513,POL0035605,2023-05-20,13438,Closed,Fire
C0005514,POL0059588,2024-05-27,32135,Closed,Accident
C0005515,POL0029207,2021-02-20,21637,Open,Natural Disaster
C0005516,POL0064561,2023-09-26,33375,Pending,Natural Disaster
C0005517,POL0037930,2024-06-13,7290,Open,Fire
C0005518,POL0009824,2021-08-19,29085,Closed,Natural Disaster
C0005519,POL0031575,2023-08-25,19000,Closed,Fire
C0005520,POL0022652,2021-01-16,30480,Closed,Liability
C0005521,POL0004214,2023-11-10,3638,Closed,Natural Disaster
C0005522,POL0018170,2023-09-17,17926,Pending,Theft
C0005523,POL0016243,2020-10-22,29718,Open,Fire
C0005524,POL0056951,2023-01-31,4091,Open,Liability
C0005525,POL0018680,2022-10-07,25660,Pending,Theft
C0005526,POL0021552,2024-07-04,46573,Open,Accident
C0005527,POL0032118,2021-04-01,15790,Open,Liability
C0005528,POL0040209,2019-11-17,49875,Open,Accident
C0005529,POL0015689,2022-11-02,43425,Open,Theft
C0005530,POL0021249,2022-07-09,16503,Open,Theft
C0005531,POL0050760,2021-06-22,3305,Pending,Liability
C0005532,POL0040711,2023-04-26,34662,Pending,Accident
C0005533,POL0056777,2022-01-16,40734,Open,Theft
C0005534,POL0040893,2022-04-07,38684,Closed,Natural Disaster
C0005535,POL0030010,2023-08-19,43130,Open,Natural Disaster
C0005536,POL0064766,2020-05-21,36708,Pending,Fire
C0005537,POL0002539,2020-12-13,12367,Closed,Liability
C0005538,POL0014743,2022-09-09,46527,Open,Theft
C0005539,POL0050600,2023-09-11,18853,Pending,Liability
C0005540,POL0054198,2024-03-27,1543,Open,Liability
C0005541,POL0023119,2023-01-09,27519,Closed,Liability
C0005542,POL0032848,2020-09-02,24820,Open,Theft
C0005543,POL0014245,2022-07-13,45929,Open,Fire
C0005544,POL0011477,2022-03-30,24703,Open,Theft
C0005545,POL0059062,2024-06-23,38969,Pending,Theft
C0005546,POL0000861,2023-05-28,27527,Open,Theft
C0005547,POL0014746,2023-11-02,30338,Pending,Fire
C0005548,POL0062500,2023-03-04,33424,Closed,Fire
C0005549,POL0042982,2024-07-15,37047,Pending,Theft
C0005550,POL0035544,2022-07-21,26286,Closed,Fire
C0005551,POL0013914,2022-05-15,33150,Open,Theft
C0005552,POL0047547,2024-06-13,9662,Closed,Natural Disaster
C0005553,POL0047816,2020-10-17,33021,Pending,Liability
C0005554,POL0014589,2022-05-30,25766,Closed,Theft
C0005555,POL0053228,2020-04-16,9415,Open,Theft
C0005556,POL0007628,2024-04-02,47288,Closed,Liability
C0005557,POL0023172,2020-01-09,17470,Pending,Natural Disaster
C0005558,POL0030601,2023-11-06,23745,Pending,Natural Disaster
C0005559,POL0043486,2021-12-14,40047,Open,Accident
C0005560,POL0051192,2019-10-11,4520,Open,Liability
C0005561,POL0001748,2022-03-19,45014,Open,Theft
C0005562,POL0026085,2019-11-14,15225,Open,Fire
C0005563,POL0045061,2023-01-07,36927,Closed,Theft
C0005564,POL0006894,2021-06-06,3915,Closed,Natural Disaster
C0005565,POL0028937,2022-10-02,2417,Open,Theft
C0005566,POL0024275,2019-11-11,19402,Closed,Natural Disaster
C0005567,POL0025940,2024-07-27,17127,Pending,Theft
C0005568,POL0006266,2024-04-03,38266,Pending,Accident
C0005569,POL0009918,2022-08-01,7236,Closed,Fire
C0005570,POL0031364,2020-02-15,9934,Closed,Natural Disaster
C0005571,POL0005731,2024-08-08,30428,Closed,Accident
C0005572,POL0021396,2024-01-03,34765,Closed,Fire
C0005573,POL0010531,2023-06-30,38386,Open,Liability
C0005574,POL0045618,2022-11-09,37878,Open,Fire
C0005575,POL0008983,2021-10-22,14707,Pending,Accident
C0005576,POL0042267,2024-07-11,46102,Open,Theft
C0005577,POL0056780,2024-03-28,13739,Open,Liability
C0005578,POL0023678,2021-12-16,18904,Closed,Fire
C0005579,POL0031956,2022-06-23,7662,Closed,Natural Disaster
C0005580,POL0019170,2023-03-23,19981,Closed,Liability
C0005581,POL0055861,2022-01-09,31557,Closed,Natural Disaster
C0005582,POL0057746,2023-01-28,35110,Pending,Natural Disaster
C0005583,POL0056002,2024-02-27,31344,Open,Fire
C0005584,POL0063732,2020-11-25,25621,Closed,Natural Disaster
C0005585,POL0025839,2019-12-01,32240,Closed,Natural Disaster
C0005586,POL0025509,2023-07-16,41654,Closed,Theft
C0005587,POL0051130,2022-02-01,23788,Open,Liability
C0005588,POL0027584,2020-08-02,12349,Open,Theft
C0005589,POL0000454,2024-07-08,26139,Open,Accident
C0005590,POL0007710,2024-05-03,45164,Closed,Natural Disaster
C0005591,POL0063562,2021-08-20,6228,Closed,Liability
C0005592,POL0059426,2023-03-09,15496,Pending,Fire
C0005593,POL0015924,2022-08-01,27243,Closed,Theft
C0005594,POL0050770,2022-07-08,45699,Pending,Theft
C0005595,POL0028280,2022-11-09,7645,Pending,Fire
C0005596,POL0034154,2023-06-15,24334,Closed,Accident
C0005597,POL0060976,2021-12-15,23071,Closed,Natural Disaster
C0005598,POL0046385,2020-08-17,34317,Pending,Accident
C0005599,POL0062738,2023-05-26,15957,Open,Liability
C0005600,POL0026751,2021-10-27,28192,Pending,Liability
C0005601,POL0050696,2023-11-03,36084,Pending,Fire
C0005602,POL0041736,2022-11-16,30969,Open,Theft
C0005603,POL0016772,2021-07-24,30745,Closed,Accident
C0005604,POL0036934,2022-09-04,19383,Closed,Accident
C0005605,POL0022822,2021-12-07,42082,Pending,Accident
C0005606,POL0060033,2024-05-23,17933,Closed,Accident
C0005607,POL0021262,2021-04-27,41846,Pending,Natural Disaster
C0005608,POL0054816,2019-09-21,14776,Closed,Natural Disaster
C0005609,POL0023296,2021-03-03,1415,Pending,Fire
C0005610,POL0038020,2021-02-07,42332,Pending,Natural Disaster
C0005611,POL0032762,2022-12-21,4883,Open,Accident
C0005612,POL0014394,2020-08-24,13587,Pending,Liability
C0005613,POL0027103,2020-02-11,36873,Pending,Natural Disaster
C0005614,POL0059388,2020-03-13,35926,Pending,Liability
C0005615,POL0049612,2024-06-16,5988,Pending,Fire
C0005616,POL0020192,2023-01-04,4965,Open,Accident
C0005617,POL0062585,2024-01-25,21885,Closed,Accident
C0005618,POL0001265,2020-05-11,35792,Open,Accident
C0005619,POL0005095,2019-11-08,22210,Open,Accident
C0005620,POL0032954,2022-07-05,17415,Closed,Accident
C0005621,POL0011791,2024-05-14,11867,Open,Natural Disaster
C0005622,POL0056070,2020-11-29,31908,Closed,Accident
C0005623,POL0022392,2021-10-02,23144,Open,Accident
C0005624,POL0010176,2019-12-31,4179,Open,Natural Disaster
C0005625,POL0036653,2020-09-12,43917,Open,Natural Disaster
C0005626,POL0024751,2021-09-03,34435,Pending,Liability
C0005627,POL0030443,2022-11-02,44006,Open,Theft
C0005628,POL0040465,2024-04-10,24866,Closed,Theft
C0005629,POL0018213,2021-05-18,23017,Closed,Fire
C0005630,POL0018087,2019-11-27,14062,Pending,Theft
C0005631,POL0029436,2022-08-25,45691,Closed,Theft
C0005632,POL0002939,2021-02-13,47339,Open,Natural Disaster
C0005633,POL0010369,2023-05-21,15892,Closed,Theft
C0005634,POL0054952,2020-05-30,43912,Open,Natural Disaster
C0005635,POL0047989,2020-05-01,11355,Closed,Theft
C0005636,POL0013097,2019-09-04,43602,Open,Liability
C0005637,POL0024064,2019-12-05,10376,Pending,Fire
C0005638,POL0047969,2021-04-20,42288,Closed,Fire
C0005639,POL0016367,2022-05-16,23476,Open,Accident
