PremiumID,PolicyID,PremiumAmount,CommissionAmount
POL0054388,POL0054388,66101,11237.17
POL0054389,POL0054389,2255,157.85
POL0054390,POL0054390,1974,98.7
POL0054391,POL0054391,4209,336.72
POL0054392,POL0054392,1146,148.98
POL0054393,POL0054393,1040,197.6
POL0054394,POL0054394,5242,629.04
POL0054395,POL0054395,3381,202.86
POL0054396,POL0054396,7731,773.1
POL0054397,POL0054397,5209,364.63
POL0054398,POL0054398,2837,482.29
POL0054399,POL0054399,1961,274.54
POL0054400,POL0054400,89258,13388.7
POL0054401,POL0054401,2331,256.41
POL0054402,POL0054402,49464,3957.12
POL0054403,POL0054403,381472,72479.68
POL0054404,POL0054404,2970,207.9
POL0054405,POL0054405,1264,240.16
POL0054406,POL0054406,21306,1917.54
POL0054407,POL0054407,7100,994
POL0054408,POL0054408,510,30.6
POL0054409,POL0054409,1848,184.8
POL0054410,POL0054410,6999,1189.83
POL0054411,POL0054411,11220,1683
POL0054412,POL0054412,1480,236.8
POL0054413,POL0054413,319760,31976
POL0054414,POL0054414,1682,269.12
POL0054415,POL0054415,6700,938
POL0054416,POL0054416,3781,378.1
POL0054417,POL0054417,8137,488.22
POL0054418,POL0054418,4635,278.1
POL0054419,POL0054419,5109,919.62
POL0054420,POL0054420,22582,1806.56
POL0054421,POL0054421,1855,166.95
POL0054422,POL0054422,470,75.2
POL0054423,POL0054423,162,17.82
POL0054424,POL0054424,8020,561.4
POL0054425,POL0054425,6314,631.4
POL0054426,POL0054426,4273,470.03
POL0054427,POL0054427,5389,1023.91
POL0054428,POL0054428,4609,829.62
POL0054429,POL0054429,5111,459.99
POL0054430,POL0054430,1250,87.5
POL0054431,POL0054431,21197,2119.7
POL0054432,POL0054432,5047,757.05
POL0054433,POL0054433,3094,340.34
POL0054434,POL0054434,5813,813.82
POL0054435,POL0054435,4143,290.01
POL0054436,POL0054436,1328,66.4
POL0054437,POL0054437,497,79.52
POL0054438,POL0054438,1618,258.88
POL0054439,POL0054439,956,114.72
POL0054440,POL0054440,6117,1039.89
POL0054441,POL0054441,389,62.24
POL0054442,POL0054442,1734,190.74
POL0054443,POL0054443,7896,631.68
POL0054444,POL0054444,11498,1609.72
POL0054445,POL0054445,16965,2375.1
POL0054446,POL0054446,4749,284.94
POL0054447,POL0054447,3177,444.78
POL0054448,POL0054448,1213,218.34
POL0054449,POL0054449,737,140.03
POL0054450,POL0054450,519,36.33
POL0054451,POL0054451,2377,285.24
POL0054452,POL0054452,2427,315.51
POL0054453,POL0054453,31814,5726.52
POL0054454,POL0054454,1793,358.6
POL0054455,POL0054455,5268,1053.6
POL0054456,POL0054456,338,54.08
POL0054457,POL0054457,3975,715.5
POL0054458,POL0054458,1348,67.4
POL0054459,POL0054459,3948,394.8
POL0054460,POL0054460,75086,15017.2
POL0054461,POL0054461,15978,2236.92
POL0054462,POL0054462,14393,1439.3
POL0054463,POL0054463,2374,356.1
POL0054464,POL0054464,1577,94.62
POL0054465,POL0054465,730,43.8
POL0054466,POL0054466,1021,71.47
POL0054467,POL0054467,4273,470.03
POL0054468,POL0054468,5046,504.6
POL0054469,POL0054469,4621,739.36
POL0054470,POL0054470,1655,314.45
POL0054471,POL0054471,1343,80.58
POL0054472,POL0054472,978,185.82
POL0054473,POL0054473,704,63.36
POL0054474,POL0054474,866,129.9
POL0054475,POL0054475,709,35.45
POL0054476,POL0054476,1396,237.32
POL0054477,POL0054477,1309,196.35
POL0054478,POL0054478,72860,12386.2
POL0054479,POL0054479,6227,373.62
POL0054480,POL0054480,7698,1539.6
POL0054481,POL0054481,6384,383.04
POL0054482,POL0054482,13835,1660.2
POL0054483,POL0054483,2738,273.8
POL0054484,POL0054484,5222,1044.4
POL0054485,POL0054485,897,170.43
POL0054486,POL0054486,41909,6705.44
POL0054487,POL0054487,1479,251.43
POL0054488,POL0054488,6223,995.68
POL0054489,POL0054489,2783,556.6
POL0054490,POL0054490,68424,8895.12
POL0054491,POL0054491,1343,120.87
POL0054492,POL0054492,917,174.23
POL0054493,POL0054493,1549,123.92
POL0054494,POL0054494,2471,271.81
POL0054495,POL0054495,11396,2165.24
POL0054496,POL0054496,522,31.32
POL0054497,POL0054497,64543,5808.87
POL0054498,POL0054498,1615,113.05
POL0054499,POL0054499,14952,2541.84
POL0054500,POL0054500,1293,193.95
POL0054501,POL0054501,2167,130.02
POL0054502,POL0054502,649,97.35
POL0054503,POL0054503,37656,3389.04
POL0054504,POL0054504,7755,465.3
POL0054505,POL0054505,5156,1031.2
POL0054506,POL0054506,14518,2468.06
POL0054507,POL0054507,4091,654.56
POL0054508,POL0054508,2628,210.24
POL0054509,POL0054509,568,96.56
POL0054510,POL0054510,3360,470.4
POL0054511,POL0054511,9705,1164.6
POL0054512,POL0054512,1152,57.6
POL0054513,POL0054513,9147,1463.52
POL0054514,POL0054514,5537,830.55
POL0054515,POL0054515,151,27.18
POL0054516,POL0054516,400,24
POL0054517,POL0054517,612,91.8
POL0054518,POL0054518,4545,272.7
POL0054519,POL0054519,939,159.63
POL0054520,POL0054520,972,174.96
POL0054521,POL0054521,3760,752
POL0054522,POL0054522,1175,82.25
POL0054523,POL0054523,2993,508.81
POL0054524,POL0054524,275,41.25
POL0054525,POL0054525,5718,514.62
POL0054526,POL0054526,5674,851.1
POL0054527,POL0054527,4721,424.89
POL0054528,POL0054528,3723,223.38
POL0054529,POL0054529,2411,289.32
POL0054530,POL0054530,4225,464.75
POL0054531,POL0054531,7755,387.75
POL0054532,POL0054532,2752,220.16
POL0054533,POL0054533,1372,233.24
POL0054534,POL0054534,2162,432.4
POL0054535,POL0054535,9173,1834.6
POL0054536,POL0054536,6643,930.02
POL0054537,POL0054537,8229,822.9
POL0054538,POL0054538,9996,599.76
POL0054539,POL0054539,5038,604.56
POL0054540,POL0054540,2077,373.86
POL0054541,POL0054541,5934,890.1
POL0054542,POL0054542,7829,469.74
POL0054543,POL0054543,3630,617.1
POL0054544,POL0054544,2939,529.02
POL0054545,POL0054545,2038,122.28
POL0054546,POL0054546,154689,27844.02
POL0054547,POL0054547,528,89.76
POL0054548,POL0054548,374,52.36
POL0054549,POL0054549,6510,1171.8
POL0054550,POL0054550,2240,425.6
POL0054551,POL0054551,114856,19525.52
POL0054552,POL0054552,51705,10341
POL0054553,POL0054553,1153,219.07
POL0054554,POL0054554,39974,3197.92
POL0054555,POL0054555,3277,622.63
POL0054556,POL0054556,20233,2225.63
POL0054557,POL0054557,9320,1677.6
POL0054558,POL0054558,1068,106.8
POL0054559,POL0054559,1522,152.2
POL0054560,POL0054560,1656,132.48
POL0054561,POL0054561,2653,212.24
POL0054562,POL0054562,2600,416
POL0054563,POL0054563,41944,5452.72
POL0054564,POL0054564,1199,179.85
POL0054565,POL0054565,43786,6567.9
POL0054566,POL0054566,1750,122.5
POL0054567,POL0054567,29659,4745.44
POL0054568,POL0054568,1414,155.54
POL0054569,POL0054569,3685,479.05
POL0054570,POL0054570,278656,33438.72
POL0054571,POL0054571,7547,981.11
POL0054572,POL0054572,13969,2235.04
POL0054573,POL0054573,2205,110.25
POL0054574,POL0054574,6795,407.7
POL0054575,POL0054575,2418,314.34
POL0054576,POL0054576,20022,2803.08
POL0054577,POL0054577,17486,1049.16
POL0054578,POL0054578,24549,4418.82
POL0054579,POL0054579,4667,606.71
POL0054580,POL0054580,1416,127.44
POL0054581,POL0054581,1502,300.4
POL0054582,POL0054582,333,43.29
POL0054583,POL0054583,156134,9368.04
POL0054584,POL0054584,31888,3507.68
POL0054585,POL0054585,2571,154.26
POL0054586,POL0054586,2493,473.67
POL0054587,POL0054587,6688,401.28
POL0054588,POL0054588,10737,2040.03
POL0054589,POL0054589,11609,1276.99
POL0054590,POL0054590,9992,599.52
POL0054591,POL0054591,635,95.25
POL0054592,POL0054592,2222,422.18
POL0054593,POL0054593,324,19.44
POL0054594,POL0054594,3103,217.21
POL0054595,POL0054595,1702,238.28
POL0054596,POL0054596,34755,5908.35
POL0054597,POL0054597,711,85.32
POL0054598,POL0054598,5005,400.4
POL0054599,POL0054599,2720,244.8
POL0054600,POL0054600,24608,3691.2
POL0054601,POL0054601,19121,2676.94
POL0054602,POL0054602,36316,2905.28
POL0054603,POL0054603,1575,94.5
POL0054604,POL0054604,8029,883.19
POL0054605,POL0054605,605,66.55
POL0054606,POL0054606,7342,440.52
POL0054607,POL0054607,25542,2809.62
POL0054608,POL0054608,1443,259.74
POL0054609,POL0054609,954,85.86
POL0054610,POL0054610,56406,2820.3
POL0054611,POL0054611,7581,909.72
POL0054612,POL0054612,2516,402.56
POL0054613,POL0054613,282,53.58
POL0054614,POL0054614,16422,985.32
POL0054615,POL0054615,1146,217.74
POL0054616,POL0054616,564,39.48
POL0054617,POL0054617,35525,6039.25
POL0054618,POL0054618,31277,2502.16
POL0054619,POL0054619,7234,578.72
POL0054620,POL0054620,6413,1282.6
POL0054621,POL0054621,12172,1217.2
POL0054622,POL0054622,3422,479.08
POL0054623,POL0054623,5656,565.6
POL0054624,POL0054624,10411,1457.54
POL0054625,POL0054625,3022,604.4
POL0054626,POL0054626,4088,613.2
POL0054627,POL0054627,5398,377.86
POL0054628,POL0054628,5424,433.92
POL0054629,POL0054629,822,65.76
POL0054630,POL0054630,18122,1268.54
POL0054631,POL0054631,2456,122.8
POL0054632,POL0054632,4273,427.3
POL0054633,POL0054633,2721,462.57
POL0054634,POL0054634,1339,187.46
POL0054635,POL0054635,11160,1116
POL0054636,POL0054636,4091,490.92
POL0054637,POL0054637,747,97.11
POL0054638,POL0054638,9160,1190.8
POL0054639,POL0054639,783,125.28
POL0054640,POL0054640,2752,137.6
POL0054641,POL0054641,6345,761.4
POL0054642,POL0054642,1761,88.05
POL0054643,POL0054643,4361,828.59
POL0054644,POL0054644,798,47.88
POL0054645,POL0054645,13208,660.4
POL0054646,POL0054646,976,175.68
POL0054647,POL0054647,3269,359.59
POL0054648,POL0054648,2033,345.61
POL0054649,POL0054649,2169,325.35
POL0054650,POL0054650,18635,2236.2
POL0054651,POL0054651,21361,2349.71
POL0054652,POL0054652,3944,709.92
POL0054653,POL0054653,10906,2181.2
POL0054654,POL0054654,4049,364.41
POL0054655,POL0054655,4900,735
POL0054656,POL0054656,3780,340.2
POL0054657,POL0054657,20675,3721.5
POL0054658,POL0054658,14186,1844.18
POL0054659,POL0054659,36995,4069.45
POL0054660,POL0054660,545832,65499.84
POL0054661,POL0054661,4056,486.72
POL0054662,POL0054662,26019,3642.66
POL0054663,POL0054663,19168,3450.24
POL0054664,POL0054664,34860,6274.8
POL0054665,POL0054665,1198,167.72
POL0054666,POL0054666,1713,291.21
POL0054667,POL0054667,1863,242.19
POL0054668,POL0054668,20376,2648.88
POL0054669,POL0054669,1182,212.76
POL0054670,POL0054670,3315,364.65
POL0054671,POL0054671,124597,18689.55
POL0054672,POL0054672,93,16.74
POL0054673,POL0054673,2931,439.65
POL0054674,POL0054674,1758,263.7
POL0054675,POL0054675,3933,589.95
POL0054676,POL0054676,1256,213.52
POL0054677,POL0054677,940,150.4
POL0054678,POL0054678,2804,560.8
POL0054679,POL0054679,655,65.5
POL0054680,POL0054680,22817,1369.02
POL0054681,POL0054681,2322,371.52
POL0054682,POL0054682,1451,188.63
POL0054683,POL0054683,3726,484.38
POL0054684,POL0054684,14910,2087.4
POL0054685,POL0054685,799,95.88
POL0054686,POL0054686,5476,930.92
POL0054687,POL0054687,63184,6950.24
POL0054688,POL0054688,1884,320.28
POL0054689,POL0054689,1852,370.4
POL0054690,POL0054690,2119,148.33
POL0054691,POL0054691,20605,3708.9
POL0054692,POL0054692,4264,767.52
POL0054693,POL0054693,2072,372.96
POL0054694,POL0054694,1813,235.69
POL0054695,POL0054695,3041,334.51
POL0054696,POL0054696,460936,23046.8
POL0054697,POL0054697,2119,317.85
POL0054698,POL0054698,299,59.8
POL0054699,POL0054699,16562,1821.82
POL0054700,POL0054700,4575,411.75
POL0054701,POL0054701,1539,123.12
POL0054702,POL0054702,1070,160.5
POL0054703,POL0054703,632,56.88
POL0054704,POL0054704,22416,1344.96
POL0054705,POL0054705,629,119.51
POL0054706,POL0054706,8197,983.64
POL0054707,POL0054707,4384,350.72
POL0054708,POL0054708,3373,303.57
POL0054709,POL0054709,9416,941.6
POL0054710,POL0054710,2215,221.5
POL0054711,POL0054711,187023,11221.38
POL0054712,POL0054712,3026,302.6
POL0054713,POL0054713,2785,501.3
POL0054714,POL0054714,426,59.64
POL0054715,POL0054715,9144,1005.84
POL0054716,POL0054716,2515,427.55
POL0054717,POL0054717,5520,717.6
POL0054718,POL0054718,344,65.36
POL0054719,POL0054719,5630,394.1
POL0054720,POL0054720,1557,311.4
POL0054721,POL0054721,867,173.4
POL0054722,POL0054722,7182,1005.48
POL0054723,POL0054723,15579,2960.01
POL0054724,POL0054724,1120,201.6
POL0054725,POL0054725,2219,421.61
POL0054726,POL0054726,3034,182.04
POL0054727,POL0054727,83255,15818.45
POL0054728,POL0054728,3346,501.9
POL0054729,POL0054729,11241,1686.15
POL0054730,POL0054730,553,77.42
POL0054731,POL0054731,17158,2916.86
POL0054732,POL0054732,2754,468.18
POL0054733,POL0054733,46673,6067.49
POL0054734,POL0054734,105391,17916.47
POL0054735,POL0054735,36614,5858.24
POL0054736,POL0054736,43204,4752.44
POL0054737,POL0054737,29576,5915.2
POL0054738,POL0054738,1847,295.52
POL0054739,POL0054739,49718,9446.42
POL0054740,POL0054740,23765,4040.05
POL0054741,POL0054741,8176,1226.4
POL0054742,POL0054742,5886,706.32
POL0054743,POL0054743,9339,560.34
POL0054744,POL0054744,54112,3787.84
POL0054745,POL0054745,6260,500.8
POL0054746,POL0054746,1831,183.1
POL0054747,POL0054747,17644,1411.52
POL0054748,POL0054748,1636,81.8
POL0054749,POL0054749,1638,311.22
POL0054750,POL0054750,2194,307.16
POL0054751,POL0054751,4068,610.2
POL0054752,POL0054752,2733,437.28
POL0054753,POL0054753,43080,4308
POL0054754,POL0054754,55714,8914.24
POL0054755,POL0054755,23142,3008.46
POL0054756,POL0054756,1840,184
POL0054757,POL0054757,49465,3462.55
POL0054758,POL0054758,16928,3385.6
POL0054759,POL0054759,5341,801.15
POL0054760,POL0054760,5146,257.3
POL0054761,POL0054761,6203,496.24
POL0054762,POL0054762,5587,893.92
POL0054763,POL0054763,1910,286.5
POL0054764,POL0054764,4743,521.73
POL0054765,POL0054765,3430,411.6
POL0054766,POL0054766,1875,150
POL0054767,POL0054767,926,83.34
POL0054768,POL0054768,40195,7235.1
POL0054769,POL0054769,34692,3469.2
POL0054770,POL0054770,104,18.72
POL0054771,POL0054771,4792,287.52
POL0054772,POL0054772,3189,287.01
POL0054773,POL0054773,2726,299.86
POL0054774,POL0054774,1848,129.36
POL0054775,POL0054775,2537,126.85
POL0054776,POL0054776,4661,419.49
POL0054777,POL0054777,1835,275.25
POL0054778,POL0054778,1919,345.42
POL0054779,POL0054779,5557,777.98
POL0054780,POL0054780,6777,948.78
POL0054781,POL0054781,380,19
POL0054782,POL0054782,220,44
POL0054783,POL0054783,5288,793.2
POL0054784,POL0054784,3851,616.16
POL0054785,POL0054785,13977,2236.32
POL0054786,POL0054786,664,73.04
POL0054787,POL0054787,4103,328.24
POL0054788,POL0054788,28253,1695.18
POL0054789,POL0054789,2456,368.4
POL0054790,POL0054790,10420,1042
POL0054791,POL0054791,68754,3437.7
POL0054792,POL0054792,4205,252.3
POL0054793,POL0054793,3561,284.88
POL0054794,POL0054794,68408,3420.4
POL0054795,POL0054795,607,121.4
POL0054796,POL0054796,2679,348.27
POL0054797,POL0054797,5680,795.2
POL0054798,POL0054798,3493,558.88
POL0054799,POL0054799,380,53.2
POL0054800,POL0054800,567,79.38
POL0054801,POL0054801,2749,467.33
POL0054802,POL0054802,2077,249.24
POL0054803,POL0054803,1900,133
POL0054804,POL0054804,417,25.02
POL0054805,POL0054805,4804,864.72
POL0054806,POL0054806,372,37.2
POL0054807,POL0054807,1116,78.12
POL0054808,POL0054808,3011,180.66
POL0054809,POL0054809,924,157.08
POL0054810,POL0054810,1175,152.75
POL0054811,POL0054811,11111,999.99
POL0054812,POL0054812,190316,15225.28
POL0054813,POL0054813,3204,288.36
POL0054814,POL0054814,914,54.84
POL0054815,POL0054815,31332,3759.84
POL0054816,POL0054816,43463,5215.56
POL0054817,POL0054817,1493,253.81
POL0054818,POL0054818,6424,1284.8
POL0054819,POL0054819,303,45.45
POL0054820,POL0054820,743,37.15
POL0054821,POL0054821,646,64.6
POL0054822,POL0054822,1392,180.96
POL0054823,POL0054823,17795,3559
POL0054824,POL0054824,12838,2310.84
POL0054825,POL0054825,2504,425.68
POL0054826,POL0054826,241,36.15
POL0054827,POL0054827,14710,1323.9
POL0054828,POL0054828,11899,1070.91
POL0054829,POL0054829,167328,16732.8
POL0054830,POL0054830,1091,152.74
POL0054831,POL0054831,373,70.87
POL0054832,POL0054832,1945,389
POL0054833,POL0054833,1262,151.44
POL0054834,POL0054834,7487,1272.79
POL0054835,POL0054835,1924,288.6
POL0054836,POL0054836,1757,193.27
POL0054837,POL0054837,4290,300.3
POL0054838,POL0054838,15098,905.88
POL0054839,POL0054839,2680,321.6
POL0054840,POL0054840,34986,6297.48
POL0054841,POL0054841,1391,139.1
POL0054842,POL0054842,7628,381.4
POL0054843,POL0054843,79184,5542.88
POL0054844,POL0054844,774,54.18
POL0054845,POL0054845,2934,381.42
POL0054846,POL0054846,14756,1918.28
POL0054847,POL0054847,704,126.72
POL0054848,POL0054848,2596,181.72
POL0054849,POL0054849,2531,430.27
POL0054850,POL0054850,7309,1023.26
POL0054851,POL0054851,189448,13261.36
POL0054852,POL0054852,80468,16093.6
POL0054853,POL0054853,3247,616.93
POL0054854,POL0054854,3807,342.63
POL0054855,POL0054855,186866,22423.92
POL0054856,POL0054856,15444,2162.16
POL0054857,POL0054857,4910,589.2
POL0054858,POL0054858,15254,2745.72
POL0054859,POL0054859,371616,22296.96
POL0054860,POL0054860,1475,236
POL0054861,POL0054861,3799,721.81
POL0054862,POL0054862,10827,2057.13
POL0054863,POL0054863,7051,493.57
POL0054864,POL0054864,8695,1652.05
POL0054865,POL0054865,4054,527.02
POL0054866,POL0054866,4875,438.75
POL0054867,POL0054867,18265,2557.1
POL0054868,POL0054868,3768,376.8
POL0054869,POL0054869,408,20.4
POL0054870,POL0054870,603,102.51
POL0054871,POL0054871,6059,424.13
POL0054872,POL0054872,93960,13154.4
POL0054873,POL0054873,556,33.36
POL0054874,POL0054874,2448,367.2
POL0054875,POL0054875,67560,6756
POL0054876,POL0054876,1672,183.92
POL0054877,POL0054877,4875,682.5
POL0054878,POL0054878,8544,598.08
POL0054879,POL0054879,32648,2285.36
POL0054880,POL0054880,7164,1074.6
POL0054881,POL0054881,3516,492.24
POL0054882,POL0054882,3413,307.17
POL0054883,POL0054883,7027,632.43
POL0054884,POL0054884,47488,3799.04
POL0054885,POL0054885,3602,432.24
POL0054886,POL0054886,1106,110.6
POL0054887,POL0054887,1535,307
POL0054888,POL0054888,2039,305.85
POL0054889,POL0054889,84189,5893.23
POL0054890,POL0054890,41640,2082
POL0054891,POL0054891,2075,415
POL0054892,POL0054892,136,12.24
POL0054893,POL0054893,24794,3223.22
POL0054894,POL0054894,22753,4095.54
POL0054895,POL0054895,20159,1411.13
POL0054896,POL0054896,11103,2109.57
POL0054897,POL0054897,2076,415.2
POL0054898,POL0054898,530,37.1
POL0054899,POL0054899,14235,1423.5
POL0054900,POL0054900,1357,271.4
POL0054901,POL0054901,1121,78.47
POL0054902,POL0054902,7512,450.72
POL0054903,POL0054903,1689,287.13
POL0054904,POL0054904,6544,654.4
POL0054905,POL0054905,2941,176.46
POL0054906,POL0054906,210,21
POL0054907,POL0054907,55874,3911.18
POL0054908,POL0054908,939,56.34
POL0054909,POL0054909,16539,2811.63
POL0054910,POL0054910,4654,279.24
POL0054911,POL0054911,4662,606.06
POL0054912,POL0054912,1151,126.61
POL0054913,POL0054913,569,34.14
POL0054914,POL0054914,3186,191.16
POL0054915,POL0054915,1129,124.19
POL0054916,POL0054916,1723,310.14
POL0054917,POL0054917,3948,236.88
POL0054918,POL0054918,2723,299.53
POL0054919,POL0054919,41724,5424.12
POL0054920,POL0054920,620,93
POL0054921,POL0054921,2975,386.75
POL0054922,POL0054922,6521,782.52
POL0054923,POL0054923,1274,101.92
POL0054924,POL0054924,511,56.21
POL0054925,POL0054925,35039,4905.46
POL0054926,POL0054926,4508,405.72
POL0054927,POL0054927,2181,370.77
POL0054928,POL0054928,3311,496.65
POL0054929,POL0054929,798,135.66
POL0054930,POL0054930,2488,422.96
POL0054931,POL0054931,180,28.8
POL0054932,POL0054932,9260,1296.4
POL0054933,POL0054933,5369,644.28
POL0054934,POL0054934,25680,2054.4
POL0054935,POL0054935,9408,1599.36
POL0054936,POL0054936,5404,270.2
POL0054937,POL0054937,2002,260.26
POL0054938,POL0054938,414,62.1
POL0054939,POL0054939,173,13.84
POL0054940,POL0054940,968,58.08
POL0054941,POL0054941,1974,335.58
POL0054942,POL0054942,14235,2562.3
POL0054943,POL0054943,48079,4807.9
POL0054944,POL0054944,4935,345.45
POL0054945,POL0054945,1137,79.59
POL0054946,POL0054946,1295,246.05
POL0054947,POL0054947,157,15.7
POL0054948,POL0054948,1154,207.72
POL0054949,POL0054949,4588,779.96
POL0054950,POL0054950,1175,223.25
POL0054951,POL0054951,20683,1654.64
POL0054952,POL0054952,1475,118
POL0054953,POL0054953,376,63.92
POL0054954,POL0054954,2711,162.66
POL0054955,POL0054955,18374,3674.8
POL0054956,POL0054956,23121,3699.36
POL0054957,POL0054957,9918,793.44
POL0054958,POL0054958,11523,1728.45
POL0054959,POL0054959,4499,269.94
POL0054960,POL0054960,18039,1623.51
POL0054961,POL0054961,1767,106.02
POL0054962,POL0054962,1317,158.04
POL0054963,POL0054963,2132,213.2
POL0054964,POL0054964,291,55.29
POL0054965,POL0054965,96,19.2
POL0054966,POL0054966,4240,636
POL0054967,POL0054967,6227,1120.86
POL0054968,POL0054968,10408,1769.36
POL0054969,POL0054969,14690,2056.6
POL0054970,POL0054970,15099,3019.8
POL0054971,POL0054971,6955,1251.9
POL0054972,POL0054972,6853,890.89
POL0054973,POL0054973,18281,1462.48
POL0054974,POL0054974,2359,471.8
POL0054975,POL0054975,1252,75.12
POL0054976,POL0054976,1890,378
POL0054977,POL0054977,1523,213.22
POL0054978,POL0054978,18867,2452.71
POL0054979,POL0054979,1068,64.08
POL0054980,POL0054980,1504,90.24
POL0054981,POL0054981,31472,5664.96
POL0054982,POL0054982,19553,2541.89
POL0054983,POL0054983,615,30.75
POL0054984,POL0054984,3577,465.01
POL0054985,POL0054985,4279,342.32
POL0054986,POL0054986,2059,329.44
POL0054987,POL0054987,28959,2316.72
POL0054988,POL0054988,3068,337.48
POL0054989,POL0054989,161,14.49
POL0054990,POL0054990,6347,1205.93
POL0054991,POL0054991,480592,72088.8
POL0054992,POL0054992,30531,1831.86
POL0054993,POL0054993,7878,1024.14
POL0054994,POL0054994,12449,1369.39
POL0054995,POL0054995,1187,189.92
POL0054996,POL0054996,2692,430.72
POL0054997,POL0054997,3044,395.72
POL0054998,POL0054998,5065,303.9
POL0054999,POL0054999,13638,1636.56
POL0055000,POL0055000,2961,414.54
POL0055001,POL0055001,1985,357.3
POL0055002,POL0055002,4002,240.12
POL0055003,POL0055003,3408,170.4
POL0055004,POL0055004,6755,743.05
POL0055005,POL0055005,269,53.8
POL0055006,POL0055006,11768,823.76
POL0055007,POL0055007,4007,480.84
POL0055008,POL0055008,867,121.38
POL0055009,POL0055009,997,99.7
POL0055010,POL0055010,16742,2009.04
POL0055011,POL0055011,4084,816.8
POL0055012,POL0055012,1349,229.33
POL0055013,POL0055013,13881,1526.91
POL0055014,POL0055014,1081,64.86
POL0055015,POL0055015,1239,210.63
POL0055016,POL0055016,408,36.72
POL0055017,POL0055017,1418,241.06
POL0055018,POL0055018,1773,248.22
POL0055019,POL0055019,961,57.66
POL0055020,POL0055020,4378,875.6
POL0055021,POL0055021,1359,271.8
POL0055022,POL0055022,3430,548.8
POL0055023,POL0055023,1713,154.17
POL0055024,POL0055024,2278,273.36
POL0055025,POL0055025,107184,15005.76
POL0055026,POL0055026,12953,2461.07
POL0055027,POL0055027,67368,8084.16
POL0055028,POL0055028,6522,717.42
POL0055029,POL0055029,5479,986.22
POL0055030,POL0055030,30890,2780.1
POL0055031,POL0055031,13016,1431.76
POL0055032,POL0055032,128341,14117.51
POL0055033,POL0055033,21496,2364.56
POL0055034,POL0055034,279,47.43
POL0055035,POL0055035,596,95.36
POL0055036,POL0055036,6786,475.02
POL0055037,POL0055037,24918,1744.26
POL0055038,POL0055038,1622,210.86
POL0055039,POL0055039,8153,1630.6
POL0055040,POL0055040,1263,63.15
POL0055041,POL0055041,2451,294.12
POL0055042,POL0055042,3661,585.76
POL0055043,POL0055043,4894,978.8
POL0055044,POL0055044,728,36.4
POL0055045,POL0055045,4570,685.5
POL0055046,POL0055046,53122,7968.3
POL0055047,POL0055047,2436,243.6
POL0055048,POL0055048,9043,1627.74
POL0055049,POL0055049,2563,307.56
POL0055050,POL0055050,3350,603
POL0055051,POL0055051,8323,1165.22
POL0055052,POL0055052,27713,1662.78
POL0055053,POL0055053,5085,711.9
POL0055054,POL0055054,4432,709.12
POL0055055,POL0055055,69296,12473.28
POL0055056,POL0055056,1452,87.12
POL0055057,POL0055057,4658,419.22
POL0055058,POL0055058,13602,2720.4
POL0055059,POL0055059,9542,763.36
POL0055060,POL0055060,1660,99.6
POL0055061,POL0055061,11164,558.2
POL0055062,POL0055062,40012,8002.4
POL0055063,POL0055063,2530,253
POL0055064,POL0055064,3490,663.1
POL0055065,POL0055065,7686,1306.62
POL0055066,POL0055066,27192,4078.8
POL0055067,POL0055067,3490,349
POL0055068,POL0055068,1747,209.64
POL0055069,POL0055069,61928,6812.08
POL0055070,POL0055070,3944,197.2
POL0055071,POL0055071,740,51.8
POL0055072,POL0055072,5767,1095.73
POL0055073,POL0055073,1675,201
POL0055074,POL0055074,11875,2375
POL0055075,POL0055075,7371,884.52
POL0055076,POL0055076,11173,1675.95
POL0055077,POL0055077,313,62.6
POL0055078,POL0055078,1266,164.58
POL0055079,POL0055079,29027,3483.24
POL0055080,POL0055080,550,82.5
POL0055081,POL0055081,10699,2139.8
POL0055082,POL0055082,37649,7529.8
POL0055083,POL0055083,10612,1061.2
POL0055084,POL0055084,2524,353.36
POL0055085,POL0055085,1623,113.61
POL0055086,POL0055086,920,174.8
POL0055087,POL0055087,5431,434.48
POL0055088,POL0055088,10154,913.86
POL0055089,POL0055089,11178,1229.58
POL0055090,POL0055090,7419,1187.04
POL0055091,POL0055091,15632,2188.48
POL0055092,POL0055092,3947,315.76
POL0055093,POL0055093,772,69.48
POL0055094,POL0055094,571,28.55
POL0055095,POL0055095,23518,3762.88
POL0055096,POL0055096,2786,222.88
POL0055097,POL0055097,1504,135.36
POL0055098,POL0055098,2869,487.73
POL0055099,POL0055099,1906,381.2
POL0055100,POL0055100,4696,516.56
POL0055101,POL0055101,3424,479.36
POL0055102,POL0055102,1972,157.76
POL0055103,POL0055103,3243,518.88
POL0055104,POL0055104,1119,156.66
POL0055105,POL0055105,973,155.68
POL0055106,POL0055106,6425,771
POL0055107,POL0055107,204456,30668.4
POL0055108,POL0055108,2909,203.63
POL0055109,POL0055109,9454,850.86
POL0055110,POL0055110,3874,387.4
POL0055111,POL0055111,1798,107.88
POL0055112,POL0055112,572,80.08
POL0055113,POL0055113,5733,401.31
POL0055114,POL0055114,4798,719.7
POL0055115,POL0055115,3903,390.3
POL0055116,POL0055116,4786,861.48
POL0055117,POL0055117,7269,1453.8
POL0055118,POL0055118,1443,144.3
POL0055119,POL0055119,8375,1675
POL0055120,POL0055120,1547,309.4
